teamName,playoff_games_played,playoff_wins,playoff_losses,playoff_win_pct,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_wins,regular_season_losses,regular_season_ties,regular_season_win_pct,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_wins,home_losses,home_ties,home_win_pct,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_run_diff_total,home_run_diff_mean,away_games_played,away_wins,away_losses,away_ties,away_win_pct,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_run_diff_total,away_run_diff_mean
Detroit Country Day,2,1.0,1.0,0.5,6.5,6.5,13.0,4.0,4.0,8.0,5.0,2.5,38,3.0,2.0,33.0,0.07894736842105263,4.2,4.0,21.0,6.8,3.0,34.0,-13.0,-2.5999999999999996,26.0,2.0,1.0,23.0,0.07692307692307693,3.6666666666666665,4.0,11.0,5.333333333333333,3.0,16.0,-5.0,-1.6666666666666665,12.0,1.0,1.0,10.0,0.08333333333333333,5.0,5.0,10.0,9.0,9.0,18.0,-8.0,-4.0
Detroit Cristo Rey,1,,1.0,,2.0,2.0,2.0,12.0,12.0,12.0,-10.0,-10.0,25,3.0,14.0,8.0,0.12,3.235294117647059,1.0,55.0,7.823529411764706,10.0,133.0,-78.0,-4.588235294117647,14.0,2.0,7.0,5.0,0.14285714285714285,4.444444444444445,2.0,40.0,7.777777777777778,10.0,70.0,-30.0,-3.333333333333333,11.0,1.0,7.0,3.0,0.09090909090909091,1.875,0.0,15.0,7.875,9.5,63.0,-48.0,-6.0
Detroit Davis Aerospace,1,,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,9,,2.0,7.0,,0.0,0.0,0.0,4.0,4.0,8.0,-8.0,-4.0,1.0,,,1.0,,,,0.0,,,0.0,0.0,,8.0,,2.0,6.0,,0.0,0.0,0.0,4.0,4.0,8.0,-8.0,-4.0
Detroit Delta Prep,2,1.0,1.0,0.5,7.0,7.0,14.0,12.0,12.0,24.0,-10.0,-5.0,12,2.0,2.0,8.0,0.16666666666666666,9.5,9.0,38.0,10.5,10.5,42.0,-4.0,-1.0,1.0,,,1.0,,,,0.0,,,0.0,0.0,,11.0,2.0,2.0,7.0,0.18181818181818182,9.5,9.0,38.0,10.5,10.5,42.0,-4.0,-1.0
Detroit Denby,2,1.0,1.0,0.5,17.5,17.5,35.0,12.0,12.0,24.0,11.0,5.5,10,1.0,2.0,7.0,0.1,6.0,4.0,18.0,10.666666666666666,10.0,32.0,-14.0,-4.666666666666666,6.0,,1.0,5.0,,4.0,4.0,4.0,19.0,19.0,19.0,-15.0,-15.0,4.0,1.0,1.0,2.0,0.25,7.0,7.0,14.0,6.5,6.5,13.0,1.0,0.5
Detroit Edison Public School Academy,5,4.0,1.0,0.8,10.4,12.0,52.0,5.0,2.0,25.0,27.0,5.4,16,1.0,6.0,9.0,0.0625,2.2857142857142856,1.0,16.0,9.0,9.0,63.0,-47.0,-6.714285714285714,2.0,,,2.0,,,,0.0,,,0.0,0.0,,14.0,1.0,6.0,7.0,0.07142857142857142,2.2857142857142856,1.0,16.0,9.0,9.0,63.0,-47.0,-6.714285714285714
Detroit Henry Ford,1,,1.0,,0.0,0.0,0.0,15.0,15.0,15.0,-15.0,-15.0,9,,1.0,8.0,,6.0,6.0,6.0,8.0,8.0,8.0,-2.0,-2.0,6.0,,,6.0,,,,0.0,,,0.0,0.0,,3.0,,1.0,2.0,,6.0,6.0,6.0,8.0,8.0,8.0,-2.0,-2.0
Detroit Henry Ford Academy Creative,1,,1.0,,19.0,19.0,19.0,29.0,29.0,29.0,-10.0,-10.0,13,1.0,7.0,5.0,0.07692307692307693,1.75,0.0,14.0,14.375,13.5,115.0,-101.0,-12.625,7.0,1.0,5.0,1.0,0.14285714285714285,2.3333333333333335,0.5,14.0,14.0,11.0,84.0,-70.0,-11.666666666666666,6.0,,2.0,4.0,,0.0,0.0,0.0,15.5,15.5,31.0,-31.0,-15.5
Detroit Leadership Academy,1,,1.0,,0.0,0.0,0.0,13.0,13.0,13.0,-13.0,-13.0,8,,1.0,7.0,,5.0,5.0,5.0,14.0,14.0,14.0,-9.0,-9.0,2.0,,1.0,1.0,,5.0,5.0,5.0,14.0,14.0,14.0,-9.0,-9.0,6.0,,,6.0,,,,0.0,,,0.0,0.0,
Detroit Martin Luther King,3,2.0,1.0,0.6666666666666666,5.0,7.0,15.0,6.0,2.0,18.0,-3.0,-1.0,21,1.0,3.0,17.0,0.047619047619047616,6.25,5.0,25.0,6.75,7.0,27.0,-2.0,-0.5,13.0,1.0,2.0,10.0,0.07692307692307693,7.666666666666667,6.0,23.0,6.0,5.0,18.0,5.0,1.666666666666667,8.0,,1.0,7.0,,2.0,2.0,2.0,9.0,9.0,9.0,-7.0,-7.0
Detroit Mumford,3,2.0,1.0,0.6666666666666666,6.0,6.0,18.0,6.666666666666667,3.0,20.0,-2.0,-0.666666666666667,19,15.0,4.0,,0.7894736842105263,9.157894736842104,10.0,174.0,5.105263157894737,3.0,97.0,77.0,4.052631578947367,12.0,12.0,,,1.0,10.583333333333334,11.5,127.0,3.1666666666666665,2.5,38.0,89.0,7.416666666666668,7.0,3.0,4.0,,0.42857142857142855,6.714285714285714,3.0,47.0,8.428571428571429,9.0,59.0,-12.0,-1.7142857142857144
Detroit Osborn,2,1.0,1.0,0.5,5.0,5.0,10.0,8.5,8.5,17.0,-7.0,-3.5,11,1.0,1.0,9.0,0.09090909090909091,9.5,9.5,19.0,6.0,6.0,12.0,7.0,3.5,5.0,,,5.0,,,,0.0,,,0.0,0.0,,6.0,1.0,1.0,4.0,0.16666666666666666,9.5,9.5,19.0,6.0,6.0,12.0,7.0,3.5
Detroit Pershing,1,,1.0,,8.0,8.0,8.0,21.0,21.0,21.0,-13.0,-13.0,10,1.0,1.0,8.0,0.1,6.5,6.5,13.0,5.5,5.5,11.0,2.0,1.0,7.0,1.0,,6.0,0.14285714285714285,13.0,13.0,13.0,10.0,10.0,10.0,3.0,3.0,3.0,,1.0,2.0,,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0
Detroit Renaissance,1,,1.0,,3.0,3.0,3.0,16.0,16.0,16.0,-13.0,-13.0,15,,4.0,11.0,,2.75,2.5,11.0,13.0,14.0,52.0,-41.0,-10.25,3.0,,,3.0,,,,0.0,,,0.0,0.0,,12.0,,4.0,8.0,,2.75,2.5,11.0,13.0,14.0,52.0,-41.0,-10.25
Detroit Southeastern,1,,1.0,,0.0,0.0,0.0,18.0,18.0,18.0,-18.0,-18.0,10,3.0,6.0,1.0,0.3,6.111111111111111,7.0,55.0,10.0,11.0,90.0,-35.0,-3.8888888888888893,5.0,2.0,3.0,,0.4,4.4,5.0,22.0,10.0,11.0,50.0,-28.0,-5.6,5.0,1.0,3.0,1.0,0.2,8.25,9.5,33.0,10.0,11.0,40.0,-7.0,-1.75
Detroit U-D Jesuit,4,3.0,1.0,0.75,8.75,9.0,35.0,3.5,3.0,14.0,21.0,5.25,35,4.0,13.0,18.0,0.11428571428571428,4.176470588235294,4.0,71.0,6.9411764705882355,6.0,118.0,-47.0,-2.764705882352941,17.0,2.0,3.0,12.0,0.11764705882352941,3.4,3.0,17.0,4.8,4.0,24.0,-7.0,-1.4,18.0,2.0,10.0,6.0,0.1111111111111111,4.5,4.0,54.0,7.833333333333333,7.0,94.0,-40.0,-3.333333333333333
Detroit University Prep,1,,1.0,,3.0,3.0,3.0,6.0,6.0,6.0,-3.0,-3.0,20,6.0,6.0,8.0,0.3,8.615384615384615,8.0,112.0,8.0,7.0,104.0,8.0,0.615384615384615,5.0,2.0,1.0,2.0,0.4,11.666666666666666,14.0,35.0,5.333333333333333,5.0,16.0,19.0,6.333333333333333,15.0,4.0,5.0,6.0,0.26666666666666666,7.7,8.0,77.0,8.8,8.0,88.0,-11.0,-1.1000000000000005
Detroit University Prep Science & Math,1,,1.0,,0.0,0.0,0.0,15.0,15.0,15.0,-15.0,-15.0,19,,5.0,14.0,,2.6,2.0,13.0,15.6,16.0,78.0,-65.0,-13.0,7.0,,1.0,6.0,,4.0,4.0,4.0,16.0,16.0,16.0,-12.0,-12.0,12.0,,4.0,8.0,,2.25,2.0,9.0,15.5,15.0,62.0,-53.0,-13.25
Detroit Voyageur,1,,1.0,,6.0,6.0,6.0,12.0,12.0,12.0,-6.0,-6.0,15,,3.0,12.0,,4.666666666666667,5.0,14.0,13.666666666666666,12.0,41.0,-27.0,-9.0,6.0,,2.0,4.0,,3.5,3.5,7.0,15.0,15.0,30.0,-23.0,-11.5,9.0,,1.0,8.0,,7.0,7.0,7.0,11.0,11.0,11.0,-4.0,-4.0
Detroit Western International,3,2.0,1.0,0.6666666666666666,12.0,15.0,36.0,2.3333333333333335,0.0,7.0,29.0,9.666666666666666,39,14.0,11.0,14.0,0.358974358974359,6.68,5.0,167.0,4.32,3.0,108.0,59.0,2.3599999999999994,17.0,8.0,4.0,5.0,0.47058823529411764,7.666666666666667,5.0,92.0,2.6666666666666665,2.0,32.0,60.0,5.0,22.0,6.0,7.0,9.0,0.2727272727272727,5.769230769230769,5.0,75.0,5.846153846153846,5.0,76.0,-1.0,-0.07692307692307665
Dexter,1,,1.0,,2.0,2.0,2.0,3.0,3.0,3.0,-1.0,-1.0,41,,3.0,38.0,,4.0,4.0,12.0,13.666666666666666,14.0,41.0,-29.0,-9.666666666666666,28.0,,2.0,26.0,,2.5,2.5,5.0,15.0,15.0,30.0,-25.0,-12.5,13.0,,1.0,12.0,,7.0,7.0,7.0,11.0,11.0,11.0,-4.0,-4.0
Dowagiac,2,1.0,1.0,0.5,1.0,1.0,2.0,6.0,6.0,12.0,-10.0,-5.0,24,3.0,3.0,18.0,0.125,6.0,6.5,36.0,6.166666666666667,6.5,37.0,-1.0,-0.16666666666666696,15.0,2.0,1.0,12.0,0.13333333333333333,8.333333333333334,8.0,25.0,4.666666666666667,3.0,14.0,11.0,3.666666666666667,9.0,1.0,2.0,6.0,0.1111111111111111,3.6666666666666665,3.0,11.0,7.666666666666667,10.0,23.0,-12.0,-4.0
Dryden,3,2.0,1.0,0.6666666666666666,9.0,10.0,27.0,2.3333333333333335,0.0,7.0,20.0,6.666666666666666,19,,2.0,17.0,,0.5,0.5,1.0,7.5,7.5,15.0,-14.0,-7.0,12.0,,,12.0,,,,0.0,,,0.0,0.0,,7.0,,2.0,5.0,,0.5,0.5,1.0,7.5,7.5,15.0,-14.0,-7.0
Dundee,3,2.0,1.0,0.6666666666666666,4.0,4.0,12.0,4.0,4.0,12.0,0.0,0.0,21,,,21.0,,,,0.0,,,0.0,0.0,,9.0,,,9.0,,,,0.0,,,0.0,0.0,,12.0,,,12.0,,,,0.0,,,0.0,0.0,
Durand,1,,1.0,,2.0,2.0,2.0,6.0,6.0,6.0,-4.0,-4.0,18,,2.0,16.0,,7.5,7.5,15.0,9.0,9.0,18.0,-3.0,-1.5,6.0,,,6.0,,,,0.0,,,0.0,0.0,,12.0,,2.0,10.0,,7.5,7.5,15.0,9.0,9.0,18.0,-3.0,-1.5
East Grand Rapids,1,,1.0,,2.0,2.0,2.0,3.0,3.0,3.0,-1.0,-1.0,46,,2.0,44.0,,3.0,3.0,6.0,11.5,11.5,23.0,-17.0,-8.5,34.0,,1.0,33.0,,3.0,3.0,3.0,13.0,13.0,13.0,-10.0,-10.0,12.0,,1.0,11.0,,3.0,3.0,3.0,10.0,10.0,10.0,-7.0,-7.0
East Jackson,1,,1.0,,0.0,0.0,0.0,11.0,11.0,11.0,-11.0,-11.0,15,3.0,3.0,9.0,0.2,6.142857142857143,5.0,43.0,6.0,5.0,42.0,1.0,0.14285714285714324,11.0,3.0,1.0,7.0,0.2727272727272727,7.0,5.0,35.0,3.4,3.0,17.0,18.0,3.6,4.0,,2.0,2.0,,4.0,4.0,8.0,12.5,12.5,25.0,-17.0,-8.5
East Jordan,2,1.0,1.0,0.5,5.0,5.0,10.0,2.0,2.0,4.0,6.0,3.0,31,4.0,22.0,5.0,0.12903225806451613,3.3461538461538463,2.0,87.0,7.461538461538462,7.0,194.0,-107.0,-4.115384615384615,19.0,4.0,12.0,3.0,0.21052631578947367,4.4375,3.0,71.0,6.8125,5.5,109.0,-38.0,-2.375,12.0,,10.0,2.0,,1.6,1.5,16.0,8.5,9.5,85.0,-69.0,-6.9
East Kentwood,1,,1.0,,1.0,1.0,1.0,8.0,8.0,8.0,-7.0,-7.0,37,1.0,11.0,25.0,0.02702702702702703,2.0833333333333335,1.5,25.0,8.666666666666666,9.0,104.0,-79.0,-6.583333333333332,17.0,,6.0,11.0,,1.8333333333333333,1.5,11.0,12.333333333333334,13.0,74.0,-63.0,-10.5,20.0,1.0,5.0,14.0,0.05,2.3333333333333335,2.5,14.0,5.0,4.5,30.0,-16.0,-2.6666666666666665
East Lansing,2,1.0,1.0,0.5,7.0,7.0,14.0,4.0,4.0,8.0,6.0,3.0,31,4.0,20.0,7.0,0.12903225806451613,5.0,2.5,120.0,7.125,6.5,171.0,-51.0,-2.125,21.0,2.0,15.0,4.0,0.09523809523809523,3.5294117647058822,2.0,60.0,6.764705882352941,6.0,115.0,-55.0,-3.235294117647059,10.0,2.0,5.0,3.0,0.2,8.571428571428571,3.0,60.0,8.0,8.0,56.0,4.0,0.5714285714285712
Eastpointe,1,,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,15,,3.0,12.0,,1.3333333333333333,1.0,4.0,10.666666666666666,11.0,32.0,-28.0,-9.333333333333332,7.0,,1.0,6.0,,3.0,3.0,3.0,4.0,4.0,4.0,-1.0,-1.0,8.0,,2.0,6.0,,0.5,0.5,1.0,14.0,14.0,28.0,-27.0,-13.5
Eaton Rapids,1,,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,-1.0,-1.0,28,15.0,11.0,2.0,0.5357142857142857,5.148148148148148,5.0,139.0,3.5925925925925926,3.0,97.0,42.0,1.5555555555555554,16.0,11.0,4.0,1.0,0.6875,6.933333333333334,7.0,104.0,3.8666666666666667,3.0,58.0,46.0,3.066666666666667,12.0,4.0,7.0,1.0,0.3333333333333333,2.9166666666666665,2.5,35.0,3.25,2.5,39.0,-4.0,-0.3333333333333335
Eau Claire,1,,1.0,,0.0,0.0,0.0,18.0,18.0,18.0,-18.0,-18.0,15,,,15.0,,,,0.0,,,0.0,0.0,,7.0,,,7.0,,,,0.0,,,0.0,0.0,,8.0,,,8.0,,,,0.0,,,0.0,0.0,
Eben Junction Superior Central,3,,3.0,,3.0,3.0,9.0,6.0,6.0,18.0,-9.0,-3.0,36,,,36.0,,,,0.0,,,0.0,0.0,,21.0,,,21.0,,,,0.0,,,0.0,0.0,,15.0,,,15.0,,,,0.0,,,0.0,0.0,
Ecorse,1,,1.0,,3.0,3.0,3.0,10.0,10.0,10.0,-7.0,-7.0,23,9.0,9.0,5.0,0.391304347826087,8.31578947368421,7.0,158.0,6.157894736842105,5.0,117.0,41.0,2.1578947368421053,14.0,5.0,5.0,4.0,0.35714285714285715,7.454545454545454,7.0,82.0,7.2727272727272725,8.0,80.0,2.0,0.18181818181818166,9.0,4.0,4.0,1.0,0.4444444444444444,9.5,5.0,76.0,4.625,1.5,37.0,39.0,4.875
Edwardsburg,1,,1.0,,2.0,2.0,2.0,5.0,5.0,5.0,-3.0,-3.0,34,29.0,4.0,1.0,0.8529411764705882,9.666666666666666,10.0,319.0,2.5757575757575757,2.0,85.0,234.0,7.09090909090909,17.0,16.0,1.0,,0.9411764705882353,9.294117647058824,10.0,158.0,2.5294117647058822,2.0,43.0,115.0,6.764705882352942,17.0,13.0,3.0,1.0,0.7647058823529411,10.0625,12.0,161.0,2.625,3.0,42.0,119.0,7.4375
Elk Rapids,1,,1.0,,1.0,1.0,1.0,10.0,10.0,10.0,-9.0,-9.0,29,6.0,4.0,19.0,0.20689655172413793,5.5,3.5,55.0,3.8,4.0,38.0,17.0,1.7000000000000002,15.0,,,15.0,,,,0.0,,,0.0,0.0,,14.0,6.0,4.0,4.0,0.42857142857142855,5.5,3.5,55.0,3.8,4.0,38.0,17.0,1.7000000000000002
Elkton-Pigeon-Bay Port Laker,2,1.0,1.0,0.5,11.0,11.0,22.0,3.5,3.5,7.0,15.0,7.5,19,3.0,3.0,13.0,0.15789473684210525,6.333333333333333,4.0,38.0,5.333333333333333,5.0,32.0,6.0,1.0,7.0,,2.0,5.0,,2.0,2.0,4.0,8.0,8.0,16.0,-12.0,-6.0,12.0,3.0,1.0,8.0,0.25,8.5,9.0,34.0,4.0,4.5,16.0,18.0,4.5
Ellsworth,1,,1.0,,2.0,2.0,2.0,9.0,9.0,9.0,-7.0,-7.0,24,,,24.0,,,,0.0,,,0.0,0.0,,6.0,,,6.0,,,,0.0,,,0.0,0.0,,18.0,,,18.0,,,,0.0,,,0.0,0.0,
Erie-Mason,1,,1.0,,7.0,7.0,7.0,8.0,8.0,8.0,-1.0,-1.0,22,8.0,,14.0,0.36363636363636365,7.375,6.5,59.0,1.625,1.5,13.0,46.0,5.75,11.0,3.0,,8.0,0.2727272727272727,8.666666666666666,6.0,26.0,0.6666666666666666,0.0,2.0,24.0,7.999999999999999,11.0,5.0,,6.0,0.45454545454545453,6.6,7.0,33.0,2.2,2.0,11.0,22.0,4.3999999999999995
Escanaba,1,,1.0,,1.0,1.0,1.0,3.0,3.0,3.0,-2.0,-2.0,21,,3.0,18.0,,2.0,3.0,6.0,8.0,8.0,24.0,-18.0,-6.0,16.0,,2.0,14.0,,1.5,1.5,3.0,6.5,6.5,13.0,-10.0,-5.0,5.0,,1.0,4.0,,3.0,3.0,3.0,11.0,11.0,11.0,-8.0,-8.0
Essexville Garber,1,,1.0,,3.0,3.0,3.0,5.0,5.0,5.0,-2.0,-2.0,47,25.0,11.0,11.0,0.5319148936170213,6.486486486486487,6.0,240.0,3.7837837837837838,3.0,140.0,100.0,2.702702702702703,28.0,13.0,5.0,10.0,0.4642857142857143,6.444444444444445,5.0,116.0,3.5,3.5,63.0,53.0,2.9444444444444446,19.0,12.0,6.0,1.0,0.631578947368421,6.526315789473684,6.0,124.0,4.052631578947368,3.0,77.0,47.0,2.473684210526316
Evart,1,,1.0,,2.0,2.0,2.0,3.0,3.0,3.0,-1.0,-1.0,23,,6.0,17.0,,2.1666666666666665,2.5,13.0,6.333333333333333,5.0,38.0,-25.0,-4.166666666666666,10.0,,,10.0,,,,0.0,,,0.0,0.0,,13.0,,6.0,7.0,,2.1666666666666665,2.5,13.0,6.333333333333333,5.0,38.0,-25.0,-4.166666666666666
Farmington,3,2.0,1.0,0.6666666666666666,4.0,3.0,12.0,3.0,4.0,9.0,3.0,1.0,39,7.0,5.0,27.0,0.1794871794871795,5.333333333333333,4.5,64.0,4.5,4.0,54.0,10.0,0.833333333333333,20.0,4.0,,16.0,0.2,4.0,4.0,16.0,2.25,2.0,9.0,7.0,1.75,19.0,3.0,5.0,11.0,0.15789473684210525,6.0,4.5,48.0,5.625,4.5,45.0,3.0,0.375
Farwell,2,1.0,1.0,0.5,2.0,2.0,4.0,3.5,3.5,7.0,-3.0,-1.5,16,,4.0,12.0,,2.0,2.0,8.0,10.75,10.5,43.0,-35.0,-8.75,5.0,,2.0,3.0,,3.5,3.5,7.0,11.0,11.0,22.0,-15.0,-7.5,11.0,,2.0,9.0,,0.5,0.5,1.0,10.5,10.5,21.0,-20.0,-10.0
Fennville,1,,1.0,,6.0,6.0,6.0,9.0,9.0,9.0,-3.0,-3.0,20,1.0,2.0,17.0,0.05,4.333333333333333,4.0,13.0,7.333333333333333,6.0,22.0,-9.0,-3.0,9.0,,2.0,7.0,,3.0,3.0,6.0,8.5,8.5,17.0,-11.0,-5.5,11.0,1.0,,10.0,0.09090909090909091,7.0,7.0,7.0,5.0,5.0,5.0,2.0,2.0
Fenton,1,,1.0,,2.0,2.0,2.0,5.0,5.0,5.0,-3.0,-3.0,31,3.0,5.0,23.0,0.0967741935483871,5.25,4.5,42.0,6.25,5.5,50.0,-8.0,-1.0,14.0,2.0,1.0,11.0,0.14285714285714285,6.333333333333333,7.0,19.0,6.333333333333333,6.0,19.0,0.0,0.0,17.0,1.0,4.0,12.0,0.058823529411764705,4.6,2.0,23.0,6.2,5.0,31.0,-8.0,-1.6000000000000005
Ferndale,2,1.0,1.0,0.5,3.0,3.0,6.0,2.5,2.5,5.0,1.0,0.5,32,1.0,2.0,29.0,0.03125,6.666666666666667,6.0,20.0,8.666666666666666,10.0,26.0,-6.0,-1.9999999999999991,18.0,,1.0,17.0,,6.0,6.0,6.0,11.0,11.0,11.0,-5.0,-5.0,14.0,1.0,1.0,12.0,0.07142857142857142,7.0,7.0,14.0,7.5,7.5,15.0,-1.0,-0.5
Fife Lake Forest Area,1,,1.0,,0.0,0.0,0.0,12.0,12.0,12.0,-12.0,-12.0,33,,8.0,25.0,,3.75,4.0,30.0,11.875,13.0,95.0,-65.0,-8.125,14.0,,3.0,11.0,,2.6666666666666665,3.0,8.0,12.333333333333334,13.0,37.0,-29.0,-9.666666666666668,19.0,,5.0,14.0,,4.4,5.0,22.0,11.6,13.0,58.0,-36.0,-7.199999999999999
Flat Rock,1,,1.0,,0.0,0.0,0.0,6.0,6.0,6.0,-6.0,-6.0,30,2.0,1.0,27.0,0.06666666666666667,2.3333333333333335,2.0,7.0,2.0,1.0,6.0,1.0,0.3333333333333335,12.0,,1.0,11.0,,2.0,2.0,2.0,5.0,5.0,5.0,-3.0,-3.0,18.0,2.0,,16.0,0.1111111111111111,2.5,2.5,5.0,0.5,0.5,1.0,4.0,2.0
Flint Beecher,2,1.0,1.0,0.5,4.5,4.5,9.0,12.0,12.0,24.0,-15.0,-7.5,10,5.0,1.0,4.0,0.5,11.333333333333334,13.0,68.0,3.1666666666666665,3.0,19.0,49.0,8.166666666666668,6.0,4.0,,2.0,0.6666666666666666,14.5,15.0,58.0,2.25,2.0,9.0,49.0,12.25,4.0,1.0,1.0,2.0,0.25,5.0,5.0,10.0,5.0,5.0,10.0,0.0,0.0
Flint Carman-Ainsworth,1,,1.0,,6.0,6.0,6.0,7.0,7.0,7.0,-1.0,-1.0,30,3.0,8.0,19.0,0.1,2.272727272727273,2.0,25.0,7.454545454545454,5.0,82.0,-57.0,-5.181818181818182,15.0,2.0,3.0,10.0,0.13333333333333333,2.8,3.0,14.0,8.2,5.0,41.0,-27.0,-5.3999999999999995,15.0,1.0,5.0,9.0,0.06666666666666667,1.8333333333333333,2.0,11.0,6.833333333333333,6.5,41.0,-30.0,-5.0
Flint Kearsley,1,,1.0,,3.0,3.0,3.0,4.0,4.0,4.0,-1.0,-1.0,18,1.0,1.0,16.0,0.05555555555555555,2.5,2.5,5.0,2.5,2.5,5.0,0.0,0.0,9.0,1.0,1.0,7.0,0.1111111111111111,2.5,2.5,5.0,2.5,2.5,5.0,0.0,0.0,9.0,,,9.0,,,,0.0,,,0.0,0.0,
Flint Powers Catholic,1,,1.0,,0.0,0.0,0.0,2.0,2.0,2.0,-2.0,-2.0,21,6.0,5.0,10.0,0.2857142857142857,8.545454545454545,6.0,94.0,4.363636363636363,3.0,48.0,46.0,4.181818181818182,13.0,4.0,2.0,7.0,0.3076923076923077,10.5,7.5,63.0,4.166666666666667,2.0,25.0,38.0,6.333333333333333,8.0,2.0,3.0,3.0,0.25,6.2,6.0,31.0,4.6,5.0,23.0,8.0,1.6000000000000005
Flint Southwestern,2,,2.0,,0.0,0.0,0.0,1.0,1.0,2.0,-2.0,-1.0,32,,12.0,20.0,,2.1666666666666665,2.5,26.0,11.0,12.0,132.0,-106.0,-8.833333333333334,18.0,,4.0,14.0,,3.5,3.5,14.0,5.0,5.0,20.0,-6.0,-1.5,14.0,,8.0,6.0,,1.5,1.0,12.0,14.0,15.0,112.0,-100.0,-12.5
Flushing,3,2.0,1.0,0.6666666666666666,2.6666666666666665,1.0,8.0,2.3333333333333335,1.0,7.0,1.0,0.33333333333333304,20,3.0,3.0,14.0,0.15,5.166666666666667,4.0,31.0,3.6666666666666665,4.0,22.0,9.0,1.5000000000000004,9.0,1.0,3.0,5.0,0.1111111111111111,2.75,3.0,11.0,3.5,3.5,14.0,-3.0,-0.75,11.0,2.0,,9.0,0.18181818181818182,10.0,10.0,20.0,4.0,4.0,8.0,12.0,6.0
Fowler,4,3.0,1.0,0.75,3.75,3.5,15.0,2.0,0.5,8.0,7.0,1.75,33,22.0,5.0,6.0,0.6666666666666666,6.851851851851852,5.0,185.0,2.6296296296296298,2.0,71.0,114.0,4.222222222222222,16.0,9.0,3.0,4.0,0.5625,7.166666666666667,6.5,86.0,3.0,2.0,36.0,50.0,4.166666666666667,17.0,13.0,2.0,2.0,0.7647058823529411,6.6,5.0,99.0,2.3333333333333335,1.0,35.0,64.0,4.266666666666666
Fowlerville,3,2.0,1.0,0.6666666666666666,3.0,2.0,9.0,2.6666666666666665,1.0,8.0,1.0,0.3333333333333335,33,16.0,8.0,9.0,0.48484848484848486,7.083333333333333,6.0,170.0,4.0,2.0,96.0,74.0,3.083333333333333,15.0,6.0,5.0,4.0,0.4,5.0,3.0,55.0,3.090909090909091,2.0,34.0,21.0,1.9090909090909092,18.0,10.0,3.0,5.0,0.5555555555555556,8.846153846153847,8.0,115.0,4.769230769230769,3.0,62.0,53.0,4.0769230769230775
Frankenmuth,2,1.0,1.0,0.5,6.5,6.5,13.0,3.0,3.0,6.0,7.0,3.5,26,,4.0,22.0,,1.75,1.0,7.0,5.5,5.5,22.0,-15.0,-3.75,11.0,,2.0,9.0,,2.5,2.5,5.0,5.0,5.0,10.0,-5.0,-2.5,15.0,,2.0,13.0,,1.0,1.0,2.0,6.0,6.0,12.0,-10.0,-5.0
Frankfort,4,3.0,1.0,0.75,9.0,9.5,36.0,2.5,1.5,10.0,26.0,6.5,39,23.0,4.0,12.0,0.5897435897435898,8.444444444444445,9.0,228.0,2.6296296296296298,1.0,71.0,157.0,5.814814814814815,26.0,15.0,3.0,8.0,0.5769230769230769,7.5,8.0,135.0,3.3333333333333335,1.0,60.0,75.0,4.166666666666666,13.0,8.0,1.0,4.0,0.6153846153846154,10.333333333333334,11.0,93.0,1.2222222222222223,1.0,11.0,82.0,9.11111111111111
Fraser,4,3.0,1.0,0.75,4.25,4.0,17.0,1.75,1.0,7.0,10.0,2.5,37,17.0,12.0,8.0,0.4594594594594595,6.333333333333333,5.5,190.0,4.0,3.0,120.0,70.0,2.333333333333333,15.0,7.0,2.0,6.0,0.4666666666666667,7.3,7.5,73.0,2.8,2.0,28.0,45.0,4.5,22.0,10.0,10.0,2.0,0.45454545454545453,5.85,5.0,117.0,4.6,3.5,92.0,25.0,1.25
Freeland,2,1.0,1.0,0.5,2.5,2.5,5.0,2.5,2.5,5.0,0.0,0.0,21,3.0,6.0,12.0,0.14285714285714285,4.666666666666667,3.0,42.0,6.555555555555555,6.0,59.0,-17.0,-1.8888888888888884,9.0,3.0,2.0,4.0,0.3333333333333333,4.8,3.0,24.0,3.4,4.0,17.0,7.0,1.4,12.0,,4.0,8.0,,4.5,4.0,18.0,10.5,10.5,42.0,-24.0,-6.0
