field,foul,fop,home_lat,home_lon
Coors Field - Colorado MLB,"-104.9942091,39.7557176,0 -104.9949997,39.7564444,0 -104.9950271,39.7564277,0 -104.9949084,39.7563179,0 -104.9947274,39.7560173,0 -104.9946516,39.7559405,0 -104.9945389,39.7558287,0 -104.994368,39.7556405,0 -104.9943384,39.7556539,0 -104.9943324,39.7556498,0 -104.9943217,39.7556374,0 -104.9943056,39.7556245,0 -104.9942922,39.7556173,0 -104.9942821,39.7556116,0 -104.9942519,39.7556044,0 -104.9942352,39.7556008,0 -104.9942137,39.7555972,0 -104.9941903,39.7555967,0 -104.9941681,39.7555993,0 -104.994154,39.7556029,0 -104.9941312,39.7556111,0 -104.9941165,39.7556189,0 -104.9941017,39.7556287,0 -104.9940883,39.75564,0 -104.9940595,39.7556199,0 -104.9938094,39.7558142,0 -104.9938007,39.7558127,0 -104.993625,39.7559467,0 -104.9934386,39.756154,0 -104.9934399,39.7561766,0 -104.9932542,39.7562957,0 -104.9932563,39.7563259,0 -104.9942091,39.7557176,0 ","-104.9942091,39.7557176,0 -104.9932563,39.7563259,0 -104.9932516,39.7563717,0 -104.9932677,39.7563754,0 -104.9938819,39.7568486,0 -104.9944827,39.7568491,0 -104.9949997,39.7564444,0 -104.9942091,39.7557176,0 ",-104.9942091,39.7557176
Gladstone High School,"-87.03889359999999,45.85971000000001,0 -87.0389084,45.858889,0 -87.0388413,45.8588909,0 -87.0387314,45.85943540000001,0 -87.0387314,45.8594849,0 -87.0387568,45.859484,0 -87.0387568,45.85958389999999,0 -87.0387206,45.8595858,0 -87.03871530000001,45.8597352,0 -87.03872730000001,45.8597632,0 -87.03874740000001,45.85978279999999,0 -87.0387662,45.8598025,0 -87.03879569999999,45.8598202,0 -87.03882249999999,45.85983329999999,0 -87.0388749,45.8598389,0 -87.03904919999999,45.859837,0 -87.03906929999999,45.8598258,0 -87.0392437,45.85982390000001,0 -87.03925169999999,45.8598389,0 -87.0392866,45.8598417,0 -87.04007919999999,45.8597791,0 -87.04007919999999,45.8597212,0 -87.03889359999999,45.85971000000001,0 ","-87.03889359999999,45.85971000000001,0 -87.04007919999999,45.8597212,0 -87.04008589999999,45.85923650000001,0 -87.0400175,45.8591599,0 -87.03993699999999,45.85908700000001,0 -87.03988870000001,45.85904590000001,0 -87.0398297,45.8590039,0 -87.03978410000001,45.858974,0 -87.0397184,45.85893950000001,0 -87.03966610000001,45.8589152,0 -87.0396259,45.85889460000001,0 -87.0389084,45.858889,0 -87.03889359999999,45.85971000000001,0 ",-87.03889359999999,45.85971000000001
Mason County Central High School,"-86.2891178,43.9590923,0 -86.28910980000001,43.9599553,0 -86.2892117,43.9599543,0 -86.2893485,43.9593838,0 -86.2893431,43.9590237,0 -86.28921440000001,43.9589291,0 -86.2887168,43.9589253,0 -86.28792420000001,43.9590199,0 -86.2879216,43.9590874,0 -86.2891178,43.9590923,0 ","-86.2891178,43.9590923,0 -86.2879216,43.9590874,0 -86.2879229,43.9593561,0 -86.28792420000001,43.9593938,0 -86.2879363,43.959444,0 -86.2879497,43.9594836,0 -86.2879698,43.9595357,0 -86.28798860000001,43.9595685,0 -86.2880141,43.95961,0 -86.28803689999999,43.95964,0 -86.2880557,43.9596641,0 -86.2880825,43.959694,0 -86.2881308,43.9597317,0 -86.28816430000001,43.9597645,0 -86.28820589999999,43.9597954,0 -86.28825550000001,43.9598205,0 -86.28831719999999,43.9598523,0 -86.2883494,43.9598659,0 -86.2884057,43.959891,0 -86.28845800000001,43.9599103,0 -86.2885143,43.9599247,0 -86.2885519,43.9599325,0 -86.28861759999999,43.959944,0 -86.2886525,43.9599527,0 -86.28872490000001,43.9599576,0 -86.28882950000001,43.9599595,0 -86.28910980000001,43.9599553,0 -86.2891178,43.9590923,0 ",-86.2891178,43.9590923
Traverse City St Frances,"-85.55975530000001,44.7118419,0 -85.55996450000001,44.7126958,0 -85.5599095,44.7120811,0 -85.55988000000001,44.7119648,0 -85.55990679999999,44.7119572,0 -85.559876,44.7117742,0 -85.5597995,44.7117361,0 -85.55956620000001,44.7117542,0 -85.55956620000001,44.7117771,0 -85.5592899,44.7118028,0 -85.5585818,44.7119887,0 -85.55975530000001,44.7118419,0 ","-85.55975530000001,44.7118419,0 -85.5585818,44.7119887,0 -85.5585791,44.7120022,0 -85.5585791,44.7120269,0 -85.5585791,44.7120536,0 -85.5585765,44.7120841,0 -85.5585791,44.7121261,0 -85.55858050000001,44.7121585,0 -85.55858449999999,44.7121956,0 -85.5585899,44.7122319,0 -85.5585993,44.7122929,0 -85.5586167,44.7123329,0 -85.5586381,44.7123815,0 -85.5586703,44.7124377,0 -85.55869180000001,44.7124711,0 -85.5587173,44.7125082,0 -85.5587575,44.7125588,0 -85.5587977,44.7125969,0 -85.55884469999999,44.7126302,0 -85.5589318,44.7126788,0 -85.5589734,44.7126979,0 -85.5590432,44.7127208,0 -85.5591089,44.7127417,0 -85.55918800000001,44.7127532,0 -85.55924570000001,44.7127608,0 -85.5593181,44.7127694,0 -85.5593825,44.7127751,0 -85.5594388,44.712776,0 -85.55950850000001,44.712778,0 -85.5595555,44.712776,0 -85.5596158,44.7127703,0 -85.5596829,44.7127627,0 -85.559715,44.7127589,0 -85.5597714,44.7127475,0 -85.5598116,44.7127408,0 -85.5598572,44.7127265,0 -85.55991090000001,44.7127112,0 -85.55996450000001,44.7126958,0 -85.55975530000001,44.7118419,0 ",-85.55975530000001,44.7118419
Camden-Frontier High School,"-84.7066398,41.7801468,0 -84.7066198,41.7793398,0 -84.7064977,41.7794708,0 -84.7064615,41.7795388,0 -84.706436,41.7795768,0 -84.7064159,41.7795968,0 -84.7064172,41.7796178,0 -84.70642119999999,41.7796628,0 -84.7064266,41.7801488,0 -84.706436,41.7801828,0 -84.7065782,41.7803058,0 -84.7066318,41.7802998,0 -84.707407,41.7802918,0 -84.70773149999999,41.7801538,0 -84.7066398,41.7801468,0 ","-84.7066398,41.7801468,0 -84.70773149999999,41.7801538,0 -84.7077328,41.7801259,0 -84.7077436,41.7800819,0 -84.70775159999999,41.7800439,0 -84.70775829999999,41.7800099,0 -84.707761,41.7799959,0 -84.7077543,41.7799639,0 -84.7077489,41.7799329,0 -84.7077302,41.7798769,0 -84.7077141,41.7798329,0 -84.70768459999999,41.7797739,0 -84.7076577,41.7797299,0 -84.7076296,41.7796899,0 -84.7076014,41.7796519,0 -84.7075813,41.7796319,0 -84.7075504,41.7796009,0 -84.7075183,41.7795749,0 -84.7074928,41.7795519,0 -84.7074539,41.7795219,0 -84.7074137,41.7794999,0 -84.7073546,41.7794619,0 -84.70729559999999,41.7794369,0 -84.7072393,41.7794118,0 -84.7071991,41.7793998,0 -84.7071428,41.7793768,0 -84.7070904,41.7793638,0 -84.7070435,41.7793538,0 -84.7069872,41.7793468,0 -84.7069362,41.7793388,0 -84.70690399999999,41.7793368,0 -84.7068598,41.7793328,0 -84.7067579,41.7793348,0 -84.7066198,41.7793398,0 -84.7066398,41.7801468,0 ",-84.7066398,41.7801468
Concord High School,"-84.6411052,42.1722524,0 -84.6409711,42.1714364,0 -84.64097889999999,42.1717412,0 -84.6408917,42.1720633,0 -84.6409158,42.1721974,0 -84.6409373,42.1723326,0 -84.6410298,42.1723873,0 -84.64121350000001,42.1723823,0 -84.6413879,42.1723714,0 -84.641817,42.1722365,0 -84.6422006,42.1721838,0 -84.6422087,42.1721629,0 -84.6411052,42.1722524,0 ","-84.6411052,42.1722524,0 -84.6422087,42.1721629,0 -84.6421564,42.1717935,0 -84.64191099999999,42.1715181,0 -84.64151,42.171381,0 -84.6409711,42.1714364,0 -84.6411052,42.1722524,0 ",-84.6411052,42.1722524
Decatur High School - Baseball,"-85.98168920000001,42.1120346,0 -85.9817053,42.1128832,0 -85.9817161,42.1128812,0 -85.9818394,42.1122007,0 -85.9818435,42.1121102,0 -85.9818971,42.1119829,0 -85.98187160000001,42.1119441,0 -85.98181529999999,42.1118993,0 -85.9817482,42.1118883,0 -85.9815873,42.1119271,0 -85.98148,42.1119321,0 -85.9805506,42.1120227,0 -85.9805372,42.1120515,0 -85.98168920000001,42.1120346,0 ","-85.98168920000001,42.1120346,0 -85.9805372,42.1120515,0 -85.9805198,42.1120923,0 -85.9805104,42.1121241,0 -85.98050240000001,42.112156,0 -85.98049159999999,42.1121968,0 -85.9804889,42.1122256,0 -85.98049159999999,42.1122654,0 -85.9804889,42.1123052,0 -85.98049159999999,42.11234,0 -85.98050499999999,42.1123898,0 -85.98051580000001,42.1124246,0 -85.9805265,42.1124624,0 -85.9805453,42.1124962,0 -85.98056269999999,42.112535,0 -85.9805949,42.1125858,0 -85.9806298,42.1126305,0 -85.980666,42.1126673,0 -85.98070749999999,42.1127091,0 -85.9807357,42.11273,0 -85.9807639,42.1127519,0 -85.9807974,42.1127748,0 -85.98084299999999,42.1127977,0 -85.98086979999999,42.1128156,0 -85.9809087,42.1128345,0 -85.9809463,42.1128514,0 -85.98099449999999,42.1128693,0 -85.9810509,42.1128852,0 -85.98110320000001,42.1129031,0 -85.98115679999999,42.1129131,0 -85.98120110000001,42.11292,0 -85.9812426,42.112925,0 -85.9813084,42.112931,0 -85.98135929999999,42.112933,0 -85.9814291,42.112931,0 -85.9814787,42.112929,0 -85.9815095,42.112923,0 -85.9815511,42.112919,0 -85.981594,42.1129111,0 -85.9816316,42.1129051,0 -85.98167309999999,42.1128952,0 -85.9817053,42.1128832,0 -85.98168920000001,42.1120346,0 ",-85.98168920000001,42.1120346
Fankfort H S,"-86.22585100000001,44.634408,0 -86.22583760000001,44.6336369,0 -86.2256672,44.6336312,0 -86.2256579,44.6342477,0 -86.2256699,44.634282,0 -86.2256726,44.6343507,0 -86.2256806,44.6344805,0 -86.22574640000001,44.6345282,0 -86.2257987,44.6345321,0 -86.2259408,44.6345664,0 -86.2260548,44.6345741,0 -86.2264397,44.6344576,0 -86.2271022,44.6344634,0 -86.2271009,44.6343985,0 -86.22585100000001,44.634408,0 ","-86.22585100000001,44.634408,0 -86.2271009,44.6343985,0 -86.2271022,44.6341312,0 -86.2271023,44.6339309,0 -86.2271049,44.6338211,0 -86.22683670000001,44.6336369,0 -86.22583760000001,44.6336369,0 -86.22585100000001,44.634408,0 ",-86.22585100000001,44.634408
Merrill High School,"-84.3410391,43.4071832,0 -84.3421992,43.4071501,0 -84.3422032,43.4070926,0 -84.3421616,43.4070341,0 -84.3414562,43.4070429,0 -84.34145479999999,43.4070497,0 -84.3409264,43.4070575,0 -84.3408594,43.4071237,0 -84.3408621,43.4072329,0 -84.3408929,43.407495,0 -84.3408755,43.4075057,0 -84.340964,43.4080532,0 -84.3410793,43.4080493,0 -84.3410391,43.4071832,0 ","-84.3410391,43.4071832,0 -84.3410793,43.4080493,0 -84.3416855,43.4080065,0 -84.3417365,43.4079987,0 -84.3420208,43.4078876,0 -84.3420409,43.4078856,0 -84.3420785,43.4078584,0 -84.3421106,43.4078311,0 -84.34213750000001,43.4078019,0 -84.34215620000001,43.4077824,0 -84.342179,43.4077541,0 -84.3421951,43.4077278,0 -84.34220449999999,43.4076664,0 -84.3422099,43.4076236,0 -84.3422126,43.4075339,0 -84.3422099,43.4074287,0 -84.3422072,43.4073283,0 -84.34220449999999,43.4072446,0 -84.3421992,43.4071501,0 -84.3410391,43.4071832,0 ",-84.3410391,43.4071832
Dansville Baseball Field HS,"-84.30747119999999,42.5514233,0 -84.3086849,42.5514312,0 -84.3086742,42.5514056,0 -84.3086474,42.5513542,0 -84.3086098,42.5513147,0 -84.3079929,42.5512791,0 -84.307655,42.5512633,0 -84.30735989999999,42.5512633,0 -84.30725529999999,42.5513581,0 -84.3072607,42.5522414,0 -84.30730629999999,42.5522651,0 -84.30734649999999,42.5522848,0 -84.3074055,42.5523026,0 -84.307486,42.5523283,0 -84.30747119999999,42.5514233,0 ","-84.30747119999999,42.5514233,0 -84.307486,42.5523283,0 -84.30755069999999,42.5523383,0 -84.30760170000001,42.5523501,0 -84.30764189999999,42.5523521,0 -84.30768879999999,42.55236,0 -84.307725,42.552365,0 -84.30777329999999,42.552364,0 -84.3078216,42.552362,0 -84.3078699,42.552362,0 -84.3079168,42.552358,0 -84.3079664,42.5523521,0 -84.30800259999999,42.5523462,0 -84.3080429,42.5523363,0 -84.30809379999999,42.5523235,0 -84.3081341,42.5523126,0 -84.308181,42.5522978,0 -84.3082119,42.5522909,0 -84.3082467,42.552281,0 -84.30830570000001,42.5522513,0 -84.3083701,42.5522217,0 -84.3084264,42.5521861,0 -84.3084747,42.5521506,0 -84.3085243,42.5521091,0 -84.3085525,42.5520814,0 -84.30858069999999,42.5520538,0 -84.3086155,42.5520162,0 -84.3086517,42.5519678,0 -84.3086692,42.5519332,0 -84.3086947,42.5518878,0 -84.3087148,42.5518374,0 -84.3087242,42.5518018,0 -84.30873219999999,42.5517564,0 -84.3087349,42.5517149,0 -84.3087362,42.5516655,0 -84.3087349,42.5516289,0 -84.3087362,42.5515825,0 -84.3087268,42.5515361,0 -84.3087175,42.5515094,0 -84.3087027,42.5514738,0 -84.3086849,42.5514312,0 -84.30747119999999,42.5514233,0 ",-84.30747119999999,42.5514233
Holton High School,"-86.0881718,43.4149801,0 -86.08874040000001,43.415777,0 -86.0888068,43.415741,0 -86.0887089,43.4155237,0 -86.0886203,43.4153416,0 -86.0885332,43.4152101,0 -86.08849429999999,43.4151516,0 -86.08847280000001,43.4151428,0 -86.0884111,43.4150484,0 -86.0884138,43.4150308,0 -86.08829040000001,43.4148564,0 -86.088155,43.4148311,0 -86.08789609999999,43.4149207,0 -86.0878988,43.4149295,0 -86.0877754,43.4149665,0 -86.0875059,43.4150669,0 -86.08702169999999,43.4153104,0 -86.0870539,43.415362,0 -86.0881718,43.4149801,0 ","-86.0881718,43.4149801,0 -86.0870539,43.415362,0 -86.0873594,43.4157965,0 -86.08814529999999,43.4159826,0 -86.0887341,43.4157692,0 -86.0881718,43.4149801,0 ",-86.0881718,43.4149801
Gladstone_youth,"-87.0393735,45.8605932,0 -87.0393735,45.8600413,0 -87.0393291,45.8600422,0 -87.0392607,45.8604055,0 -87.0392621,45.8604382,0 -87.0392768,45.86044010000001,0 -87.0392768,45.8605054,0 -87.0392607,45.86050730000001,0 -87.0392581,45.8605886,0 -87.03925940000001,45.8606091,0 -87.0392715,45.86063059999999,0 -87.03930099999999,45.8606474,0 -87.0393332,45.860667,0 -87.03935730000001,45.8606754,0 -87.03950620000001,45.8606801,0 -87.03951290000001,45.8606726,0 -87.03966440000001,45.8606736,0 -87.0401646,45.86063709999999,0 -87.04016729999999,45.8605998,0 -87.0393735,45.8605932,0 ","-87.0393735,45.8605932,0 -87.04016729999999,45.8605998,0 -87.040175,45.8603439,0 -87.0401616,45.8603252,0 -87.0401402,45.8602934,0 -87.0401133,45.8602636,0 -87.0400798,45.8602346,0 -87.0400463,45.8602056,0 -87.03999260000001,45.8601683,0 -87.03995639999999,45.8601421,0 -87.03991619999999,45.8601207,0 -87.0398867,45.86010379999999,0 -87.039829,45.8600768,0 -87.0397566,45.8600459,0 -87.0393735,45.8600413,0 -87.0393735,45.8605932,0 ",-87.0393735,45.8605932
Saginaw Swan Valley High School,"-84.0822261,43.4116302,0 -84.0824327,43.4124408,0 -84.08253190000001,43.4124174,0 -84.0824085,43.4118416,0 -84.08239380000001,43.4118319,0 -84.0823656,43.4117013,0 -84.0823415,43.4116789,0 -84.0823254,43.4115718,0 -84.08223150000001,43.4115182,0 -84.08210269999999,43.4115406,0 -84.0820464,43.4115347,0 -84.0818587,43.411561,0 -84.08108350000001,43.411712,0 -84.0810956,43.4117919,0 -84.0822261,43.4116302,0 ","-84.0822261,43.4116302,0 -84.0810956,43.4117919,0 -84.08112370000001,43.4119332,0 -84.0811439,43.4120404,0 -84.08115859999999,43.4121144,0 -84.08118949999999,43.4122099,0 -84.0812458,43.4122634,0 -84.0813102,43.4123131,0 -84.08138529999999,43.4123745,0 -84.08144160000001,43.4124018,0 -84.08151530000001,43.4124437,0 -84.0815676,43.4124719,0 -84.08160650000001,43.4124953,0 -84.0816494,43.412509,0 -84.08171110000001,43.4125275,0 -84.0817608,43.4125382,0 -84.08181039999999,43.4125479,0 -84.08186000000001,43.4125557,0 -84.08190690000001,43.4125616,0 -84.0824327,43.4124408,0 -84.0822261,43.4116302,0 ",-84.0822261,43.4116302
Richmond High School,"-82.7574978,42.8073056,0 -82.7575233,42.8081616,0 -82.75773649999999,42.8081566,0 -82.75769889999999,42.8075201,0 -82.7576775,42.8075191,0 -82.7576668,42.8074384,0 -82.7576936,42.8074364,0 -82.7576869,42.8072554,0 -82.75762520000001,42.8071924,0 -82.7576158,42.8071777,0 -82.75733150000001,42.8071846,0 -82.75707130000001,42.8071924,0 -82.7562211,42.8072003,0 -82.756276,42.8073322,0 -82.7574978,42.8073056,0 ","-82.7574978,42.8073056,0 -82.756276,42.8073322,0 -82.7564169,42.8077034,0 -82.75651070000001,42.8079188,0 -82.7566851,42.8081756,0 -82.7575233,42.8081616,0 -82.7574978,42.8073056,0 ",-82.7574978,42.8073056
Ecorse High School,"-83.149694,42.2528271,0 -83.1491079,42.2535865,0 -83.1491683,42.2536142,0 -83.1492247,42.2535567,0 -83.14968330000001,42.2531139,0 -83.1497705,42.2529948,0 -83.1498335,42.2528936,0 -83.14986570000001,42.2528479,0 -83.1498282,42.2527337,0 -83.1495264,42.2526007,0 -83.14894839999999,42.2523635,0 -83.1488961,42.2523526,0 -83.1488197,42.2523327,0 -83.1487231,42.2523139,0 -83.14869760000001,42.2523119,0 -83.1486641,42.2524022,0 -83.149694,42.2528271,0 ","-83.149694,42.2528271,0 -83.1486641,42.2524022,0 -83.1486467,42.252424,0 -83.1486225,42.2525044,0 -83.14858630000001,42.2526375,0 -83.14856349999999,42.2527179,0 -83.1485421,42.2527874,0 -83.1485273,42.252837,0 -83.14852190000001,42.2528747,0 -83.1485206,42.2529293,0 -83.1485246,42.252977,0 -83.1485273,42.2530196,0 -83.14854339999999,42.2530633,0 -83.1485689,42.2531189,0 -83.148585,42.2531556,0 -83.1486037,42.2531953,0 -83.1486292,42.253239,0 -83.1486628,42.2532837,0 -83.1486882,42.2533174,0 -83.14871770000001,42.2533532,0 -83.1487607,42.253382,0 -83.1488009,42.2534127,0 -83.14884379999999,42.2534366,0 -83.14890819999999,42.2534723,0 -83.14897120000001,42.253508,0 -83.14905570000001,42.2535537,0 -83.1491079,42.2535865,0 -83.149694,42.2528271,0 ",-83.149694,42.2528271
Whaley Park - Flint,"-83.6667195,43.0507408,0 -83.66726730000001,43.0515659,0 -83.66736659999999,43.0514425,0 -83.6672056,43.0512425,0 -83.6671922,43.0510642,0 -83.6670688,43.050878,0 -83.66703990000001,43.0508298,0 -83.6670251,43.0508254,0 -83.66697550000001,43.0507514,0 -83.6669842,43.0507372,0 -83.6669359,43.0506681,0 -83.6669225,43.050671,0 -83.6668796,43.0506068,0 -83.66670860000001,43.0505627,0 -83.66662549999999,43.0505941,0 -83.6666194,43.0505867,0 -83.6665893,43.0505951,0 -83.6665732,43.0506019,0 -83.66637129999999,43.0506705,0 -83.66623920000001,43.0507166,0 -83.6660749,43.0507744,0 -83.6659107,43.0509072,0 -83.6657457,43.050966,0 -83.66554189999999,43.0510317,0 -83.6655901,43.0511355,0 -83.6667195,43.0507408,0 ","-83.6667195,43.0507408,0 -83.6655901,43.0511355,0 -83.66565249999999,43.0512816,0 -83.6657276,43.051459,0 -83.6657544,43.0515168,0 -83.6657732,43.0515521,0 -83.6658,43.0515903,0 -83.6658309,43.0516207,0 -83.6658711,43.0516491,0 -83.665914,43.0516765,0 -83.66598639999999,43.0517118,0 -83.6660602,43.0517324,0 -83.6661715,43.0517589,0 -83.6662841,43.0517902,0 -83.6664263,43.0518265,0 -83.6664773,43.0518373,0 -83.66651210000001,43.0518392,0 -83.6665524,43.0518412,0 -83.6666194,43.0518412,0 -83.66668249999999,43.0518363,0 -83.6667535,43.0518157,0 -83.66683399999999,43.0517804,0 -83.66693189999999,43.0517295,0 -83.66707,43.0516638,0 -83.66726730000001,43.0515659,0 -83.6667195,43.0507408,0 ",-83.6667195,43.0507408
Sanborn Park - Port Huron,"-82.44334000000001,43.0117653,0 -82.44403869999999,43.0125155,0 -82.4440494,43.0125096,0 -82.4437289,43.0120566,0 -82.44379600000001,43.0120252,0 -82.4437289,43.0119752,0 -82.44362700000001,43.0118732,0 -82.4435278,43.0117683,0 -82.4434218,43.0116496,0 -82.4433172,43.0116378,0 -82.44315899999999,43.0117202,0 -82.4431536,43.0117359,0 -82.4430007,43.0118144,0 -82.4429873,43.0118075,0 -82.442762,43.0119242,0 -82.4427982,43.0119585,0 -82.44231139999999,43.0122831,0 -82.44334000000001,43.0117653,0 ","-82.44334000000001,43.0117653,0 -82.44231139999999,43.0122831,0 -82.4423328,43.0123037,0 -82.442365,43.0123449,0 -82.4423985,43.012388,0 -82.44242800000001,43.0124204,0 -82.4424911,43.0124753,0 -82.44253399999999,43.0125126,0 -82.44257690000001,43.01254,0 -82.44262519999999,43.0125704,0 -82.4426708,43.0125989,0 -82.4427338,43.0126263,0 -82.44277940000001,43.0126479,0 -82.4428331,43.0126695,0 -82.44288,43.0126852,0 -82.4429404,43.0127028,0 -82.44301280000001,43.0127185,0 -82.4430986,43.0127283,0 -82.4431563,43.0127332,0 -82.4432394,43.0127381,0 -82.4433118,43.0127381,0 -82.44339770000001,43.0127381,0 -82.443462,43.0127303,0 -82.4435264,43.0127224,0 -82.44360690000001,43.0127067,0 -82.44366719999999,43.0126901,0 -82.44372490000001,43.0126714,0 -82.44378519999999,43.0126489,0 -82.44384959999999,43.0126244,0 -82.44391,43.0125979,0 -82.443973,43.0125606,0 -82.44403869999999,43.0125155,0 -82.44334000000001,43.0117653,0 ",-82.44334000000001,43.0117653
Chesaning Union HS - Field 2,"-84.1254496,43.1935652,0 -84.1243284,43.1935984,0 -84.1243351,43.193747,0 -84.12555279999999,43.1937079,0 -84.1256534,43.1936238,0 -84.1256145,43.1927439,0 -84.12540799999999,43.1927488,0 -84.1254496,43.1935652,0 ","-84.1254496,43.1935652,0 -84.12540799999999,43.1927488,0 -84.12504970000001,43.1927585,0 -84.1249827,43.1927595,0 -84.1249036,43.1927585,0 -84.1248271,43.1927664,0 -84.1247668,43.1927859,0 -84.1247091,43.1927976,0 -84.1246447,43.1928201,0 -84.12458839999999,43.1928456,0 -84.1245455,43.1928671,0 -84.1245026,43.1928993,0 -84.1244543,43.1929394,0 -84.1244141,43.1929815,0 -84.12438589999999,43.1930147,0 -84.12435499999999,43.1930577,0 -84.1243322,43.1931037,0 -84.1243202,43.1931418,0 -84.12430809999999,43.1931799,0 -84.1243054,43.1932464,0 -84.12430809999999,43.1933628,0 -84.1243121,43.1935319,0 -84.1243284,43.1935984,0 -84.1254496,43.1935652,0 ",-84.1254496,43.1935652
Chesaning Union High School,"-84.12538549999999,43.1946838,0 -84.124138,43.1947148,0 -84.124137,43.1948881,0 -84.1254982,43.1948412,0 -84.1256216,43.1947444,0 -84.12556789999999,43.1938029,0 -84.1253413,43.1938068,0 -84.12538549999999,43.1946838,0 ","-84.12538549999999,43.1946838,0 -84.1253413,43.1938068,0 -84.1251505,43.1938124,0 -84.1250083,43.1938153,0 -84.124889,43.1938134,0 -84.12480720000001,43.1938241,0 -84.1247482,43.1938398,0 -84.1246328,43.193873,0 -84.1245483,43.1939121,0 -84.12448929999999,43.1939424,0 -84.1244142,43.1939845,0 -84.12437130000001,43.1940187,0 -84.1243217,43.1940637,0 -84.1242815,43.1941096,0 -84.1242453,43.1941546,0 -84.1242077,43.1942094,0 -84.12418359999999,43.1942543,0 -84.12415540000001,43.1943218,0 -84.12413530000001,43.1943795,0 -84.1241326,43.1944528,0 -84.1241299,43.1945193,0 -84.1241299,43.1945868,0 -84.124138,43.1946963,0 -84.124138,43.1947148,0 -84.12538549999999,43.1946838,0 ",-84.12538549999999,43.1946838
Bangor High School,"-86.12594559999999,42.3056833,0 -86.1259537,42.3048224,0 -86.1257552,42.3048184,0 -86.12574309999999,42.3054825,0 -86.12575510000001,42.3054815,0 -86.12574979999999,42.3056005,0 -86.125731,42.3056045,0 -86.125727,42.3057196,0 -86.12574979999999,42.3057523,0 -86.1257726,42.3057751,0 -86.1257967,42.3057999,0 -86.1258316,42.3058237,0 -86.1258758,42.3058376,0 -86.1259214,42.3058525,0 -86.12604880000001,42.3058525,0 -86.1260475,42.3058326,0 -86.12621919999999,42.3058386,0 -86.1262218,42.3058564,0 -86.12713650000001,42.3058683,0 -86.12713239999999,42.3056928,0 -86.12594559999999,42.3056833,0 ","-86.12594559999999,42.3056833,0 -86.12714320000001,42.3056958,0 -86.1271727,42.3056472,0 -86.12718479999999,42.3056095,0 -86.12720349999999,42.3055718,0 -86.1272196,42.3055271,0 -86.1272263,42.3054825,0 -86.1272317,42.3054399,0 -86.12723440000001,42.3053813,0 -86.1272317,42.3053437,0 -86.1272263,42.305308,0 -86.12721430000001,42.3052623,0 -86.1271995,42.3052207,0 -86.1271807,42.305183,0 -86.1271552,42.3051473,0 -86.12712569999999,42.3051036,0 -86.12709359999999,42.305065,0 -86.1270641,42.3050322,0 -86.1270131,42.3049896,0 -86.1269836,42.3049648,0 -86.126942,42.304939,0 -86.1268857,42.3049003,0 -86.12683869999999,42.3048735,0 -86.1267744,42.3048458,0 -86.12670869999999,42.30482,0 -86.1266416,42.3047972,0 -86.1265772,42.3047833,0 -86.1265155,42.3047724,0 -86.1264485,42.3047634,0 -86.1263707,42.3047585,0 -86.1263036,42.3047595,0 -86.12625800000001,42.3047575,0 -86.1262017,42.3047674,0 -86.12615750000001,42.3047763,0 -86.1261119,42.3047813,0 -86.12606220000001,42.3047962,0 -86.1260207,42.3048041,0 -86.1259871,42.304816,0 -86.1259537,42.3048224,0 -86.12594559999999,42.3056833,0 ",-86.12594559999999,42.3056833
Centerville High School,"-85.5231062,41.9149684,0 -85.5231222,41.9158585,0 -85.52322359999999,41.9158276,0 -85.5232357,41.9157747,0 -85.52327320000001,41.9155571,0 -85.5232786,41.9155421,0 -85.523284,41.9154014,0 -85.523292,41.9150931,0 -85.523296,41.9149224,0 -85.5231713,41.9148216,0 -85.5224994,41.9148386,0 -85.5223586,41.9148406,0 -85.5219335,41.9148835,0 -85.5219227,41.9149234,0 -85.52190400000001,41.9149663,0 -85.5231062,41.9149684,0 ","-85.5231062,41.9149684,0 -85.52190400000001,41.9149663,0 -85.5219013,41.9150001,0 -85.5218959,41.915041,0 -85.5218946,41.9150889,0 -85.5218959,41.9151587,0 -85.5218986,41.9151967,0 -85.52190400000001,41.9152485,0 -85.521916,41.9152905,0 -85.5219268,41.9153334,0 -85.5219549,41.9153803,0 -85.5219724,41.9154182,0 -85.52199109999999,41.9154461,0 -85.5220126,41.9154741,0 -85.522034,41.9155,0 -85.5220662,41.915534,0 -85.52209569999999,41.9155659,0 -85.5221293,41.9156008,0 -85.522148,41.9156208,0 -85.52219359999999,41.9156547,0 -85.5222285,41.9156757,0 -85.5222862,41.9157086,0 -85.5223465,41.9157375,0 -85.5223948,41.9157565,0 -85.5224511,41.9157805,0 -85.52251149999999,41.9158034,0 -85.5225463,41.9158144,0 -85.52260130000001,41.9158314,0 -85.52263619999999,41.9158383,0 -85.52268309999999,41.9158463,0 -85.5227448,41.9158623,0 -85.5228146,41.9158723,0 -85.5228615,41.9158773,0 -85.5228937,41.9158773,0 -85.5229312,41.9158793,0 -85.52297009999999,41.9158763,0 -85.5230198,41.9158703,0 -85.5230694,41.9158643,0 -85.5231222,41.9158585,0 -85.5231062,41.9149684,0 ",-85.5231062,41.9149684
