school_name,school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9,10,11,12,American Indian/Alaska Native,Asian,Black,Hispanic,Native Hawaiian/Pacific Islander,White,Two or MoreRaces,Male,Female,Male_Pct,Female_Pct,KG,1,2,3,4,5,6,7,8,PK,Ungraded
Gladwin High School,2.61599E+11,Gladwin Community Schools,2615990,498,21.2,23.49,207,10,217,143,120,133,102,0.002008032,0.008032129,0.002008032,0.022088353,0,0.957831325,0.008032129,255,243,0.512048193,0.487951807,,,,,,,,,,,
Glen H Peters School,2.68072E+11,Macomb Isd,2680720,238,34.6,6.88,113,9,122,,,,,0,0.016806723,0.100840336,0.033613445,0.004201681,0.819327731,0.025210084,150,88,0.630252101,0.369747899,10,12,19,8,17,,,,,–,
Glen Lake Community School,2.61602E+11,Glen Lake Community Schools,2616020,674,54.37,12.4,201,20,221,,,,,0.002967359,0.00148368,0.005934718,0.020771513,0,0.958456973,0.010385757,370,304,0.548961424,0.451038576,61,48,46,57,48,,,,,–,
Gobles High School,2.61605E+11,Gobles Public School District,2616050,346,17.2,20.12,155,13,168,64,54,26,,0,0.011560694,0.00867052,0.057803468,0.002890173,0.878612717,0.040462428,192,154,0.554913295,0.445086705,,,,,,,47,49,49,,
Gobles Virtual Academy,2.61605E+11,Gobles Public School District,2616050,26,3.6,7.22,19,0,19,,,,,0,0,0,0.230769231,0,0.730769231,0.038461538,14,12,0.538461538,0.461538462,0,0,1,1,2,1,,,,,
Godwin Heights Learning Center,2.61611E+11,Godwin Heights Public Schools,2616110,71,0.5,142,66,1,67,0,8,13,50,0,0,0.309859155,0.507042254,0,0.098591549,0.084507042,42,29,0.591549296,0.408450704,,,,,,,,,,,
Godwin Heights Senior High School,2.61611E+11,Godwin Heights Public Schools,2616110,738,40.52,18.21,579,53,632,188,187,205,158,0.004065041,0.017615176,0.238482385,0.570460705,0.001355014,0.101626016,0.066395664,385,353,0.521680217,0.478319783,,,,,,,,,,,
Gogebic Co Community Education,2.61947E+11,Ironwood Area Schools Of Gogebic County,2619470,29,1.49,19.46,26,0,26,8,12,4,5,0.068965517,0,0.034482759,0,0,0.862068966,0.034482759,17,12,0.586206897,0.413793103,,,,,,,,,,,
GogebicOntonagon ISD Special Education,2.68042E+11,Gogebic-ontonagon Isd,2680420,42,5,8.4,39,0,39,,,,,0.023809524,0,0,0.023809524,0,0.952380952,0,30,12,0.714285714,0.285714286,4,2,3,2,2,,,,,–,
Golightly Career and Technical Center,2.6011E+11,Detroit Public Schools Community District,2601103,3,12,0.25,‡,‡,‡,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,,,,,,,,,,,3
Goodrich High School,2.61632E+11,Goodrich Area Schools,2616320,689,36.09,19.09,137,16,153,165,169,164,191,0.001451379,0.008708273,0.01161103,0.034833091,0.001451379,0.930333817,0.01161103,348,341,0.505079826,0.494920174,,,,,,,,,,,
Grand Blanc Community High School,2.61635E+11,Grand Blanc Community Schools,2616350,2518,115.27,21.84,706,77,783,713,628,571,606,0.001191422,0.037331215,0.183478952,0.052025417,0.000794281,0.65528197,0.069896743,1255,1263,0.498411438,0.501588562,,,,,,,,,0,,
Grand Haven Cyber School,2.61638E+11,Grand Haven Area Public Schools,2616380,167,4.89,34.15,75,11,86,,,,,0,0.017964072,0.023952096,0.077844311,0,0.784431138,0.095808383,97,70,0.580838323,0.419161677,6,4,5,4,9,6,,,,,
Grand Haven High School,2.61638E+11,Grand Haven Area Public Schools,2616380,1727,93.58,18.45,381,44,425,482,422,404,419,0.001737116,0.016792125,0.018529241,0.059061957,0.000579039,0.877243775,0.026056746,867,860,0.502026636,0.497973364,,,,,,,,,,,
Grand Ledge High School,2.61641E+11,Grand Ledge Public Schools,2616410,1635,82.5,19.82,337,66,403,396,405,408,426,0.004892966,0.034862385,0.043425076,0.079510703,0.001223242,0.788990826,0.047094801,800,835,0.489296636,0.510703364,,,,,,,,,,,
Grand Rapids Learning Center,2.61644E+11,Grand Rapids Public Schools,2616440,51,2,25.5,33,4,37,0,0,6,45,0.019607843,0,0.235294118,0.411764706,0,0.215686275,0.117647059,30,21,0.588235294,0.411764706,,,,,,,,,,,
Grand Rapids Montessori Academy,2.61644E+11,Grand Rapids Public Schools,2616440,315,17,18.53,164,23,187,,,,,0.012698413,0.006349206,0.149206349,0.142857143,0,0.603174603,0.085714286,171,144,0.542857143,0.457142857,61,48,53,44,40,,,,,–,
Grand Rapids Montessori MiddleHigh,2.61644E+11,Grand Rapids Public Schools,2616440,192,11.8,16.27,116,22,138,38,36,26,23,0.010416667,0,0.276041667,0.192708333,0.005208333,0.40625,0.109375,108,84,0.5625,0.4375,,,,,,,,28,41,,
Grand Rapids Public Museum High,2.61644E+11,Grand Rapids Public Schools,2616440,272,16.2,16.79,140,29,169,84,62,68,58,0.007352941,0.011029412,0.165441176,0.257352941,0,0.488970588,0.069852941,147,125,0.540441176,0.459558824,,,,,,,,,,,
Grand Rapids University Preparatory Academy,2.61644E+11,Grand Rapids Public Schools,2616440,449,29.22,15.37,372,32,404,82,77,62,,0,0.006681514,0.434298441,0.476614699,0,0.035634744,0.046770601,207,242,0.461024499,0.538975501,,,,,,,50,68,66,,
Grand River Preparatory High School,2.6011E+11,Grand River Preparatory High School,2601095,601,27.83,21.6,378,52,430,196,168,115,122,0.001663894,0.023294509,0.202995008,0.489184692,0.003327787,0.226289517,0.053244592,270,331,0.449251248,0.550748752,,,,,,,,,,,
Grand Traverse Academy,2.60027E+11,Grand Traverse Academy,2600265,792,49,16.16,298,4,302,,,,,0.013888889,0.021464646,0.026515152,0.016414141,0.005050505,0.901515152,0.015151515,410,382,0.517676768,0.482323232,75,69,59,67,56,,,,,–,
Grandville Education Center,2.61647E+11,Grandville Public Schools,2616470,26,1.15,22.61,12,4,16,0,1,8,17,0,0,0.153846154,0.269230769,0,0.538461538,0.038461538,16,10,0.615384615,0.384615385,,,,,,,,,,–,
Grandville High School,2.61647E+11,Grandville Public Schools,2616470,1837,103.85,17.69,505,84,589,481,444,473,429,0.002177463,0.03647251,0.044637997,0.13010343,0.001088732,0.728361459,0.05715841,913,924,0.497005988,0.502994012,,,,,,,,,,,10
Grant High School,2.6165E+11,Grant Public School District,2616500,541,23.23,23.29,260,37,297,139,155,127,120,0.007393715,0.001848429,0.007393715,0.144177449,0,0.805914972,0.033271719,277,264,0.512014787,0.487985213,,,,,,,,,,,
Grant Learning Center,2.6165E+11,Grant Public School District,2616500,64,0.73,87.67,17,0,17,0,2,8,20,0,0.015625,0,0.640625,0,0.3125,0.03125,44,20,0.6875,0.3125,,,,,,,,13,21,,
Grass Lake High School,2.61683E+11,Grass Lake Community Schools,2616830,360,19.1,18.85,74,22,96,92,99,80,89,0.013888889,0.005555556,0.002777778,0.05,0,0.913888889,0.013888889,182,178,0.505555556,0.494444444,,,,,,,,,,,
Grayling High School,2.61103E+11,Crawford Ausable Schools,2611030,459,25.66,17.89,204,18,222,116,142,89,112,0.006535948,0.006535948,0.006535948,0.037037037,0.006535948,0.895424837,0.041394336,243,216,0.529411765,0.470588235,,,,,,,,,,,
Great Lakes Bay Early College,2.68093E+11,Saginaw Isd,2680930,207,14.99,13.81,53,5,58,,19,50,138,0,0.019323671,0.140096618,0.125603865,0,0.695652174,0.019323671,70,137,0.338164251,0.661835749,,,,,,,,,,,
Great Lakes Learning Academy MSHS,2.60105E+11,Great Lakes Learning Academy,2601050,500,21.18,23.61,247,33,280,93,99,79,,0.006,0.012,0.124,0.074,0.002,0.734,0.048,230,270,0.46,0.54,,,,,,,22,63,69,,
Great Lakes Learning Academy HS,2.60105E+11,Great Lakes Learning Academy,2601050,418,18.87,22.15,258,18,276,164,127,82,45,0.002392344,0.009569378,0.205741627,0.06937799,0,0.645933014,0.066985646,206,212,0.492822967,0.507177033,,,,,,,,,,,
Great Lakes Online Education,2.61103E+11,Crawford Ausable Schools,2611030,105,5.6,18.75,60,11,71,,,,,0.00952381,0.019047619,0,0.00952381,0,0.933333333,0.028571429,58,47,0.552380952,0.447619048,1,5,4,7,5,7,,,,,
Greenfield School,2.68048E+11,Hillsdale Isd,2680480,39,17.7,2.2,30,4,34,,,,,0,0,0,0.102564103,0,0.871794872,0.025641026,27,12,0.692307692,0.307692308,2,1,2,2,0,,,,,–,
Greenville Senior High School,2.61716E+11,Greenville Public Schools,2617160,1089,51,21.35,544,60,604,304,267,248,270,0.002754821,0.009182736,0.018365473,0.050505051,0.001836547,0.899908173,0.017447199,544,545,0.499540863,0.500459137,,,,,,,,,0,,
Greyhound Central Performance Academy,2.61269E+11,Eaton Rapids Public Schools,2612690,112,4.19,26.73,59,22,81,,,,,0,0.035714286,0.026785714,0.107142857,0,0.803571429,0.026785714,66,46,0.589285714,0.410714286,,,,8,3,4,2,5,6,,
Grosse Ile High School,2.61722E+11,Grosse Ile Township Schools,2617220,562,28.66,19.61,46,8,54,112,161,136,153,0.007117438,0.044483986,0.008896797,0.053380783,0,0.861209964,0.024911032,278,284,0.494661922,0.505338078,,,,,,,,,,,
Grosse Pointe North High School,2.62574E+11,Grosse Pointe Public Schools,2625740,1147,68.17,16.83,269,32,301,257,288,285,301,0.003487358,0.019180471,0.284219704,0.030514385,0.001743679,0.618134263,0.042720139,565,582,0.492589364,0.507410636,,,,,,,,,,,16
Grosse Pointe South High School,2.62574E+11,Grosse Pointe Public Schools,2625740,1305,73.19,17.83,131,4,135,290,314,331,356,0.002298851,0.016858238,0.055172414,0.045210728,0,0.847509579,0.032950192,673,632,0.515708812,0.484291188,,,,,,,,,,,14
Gull Lake Gateway Academy,2.61725E+11,Gull Lake Community Schools,2617250,36,2,18,16,2,18,2,1,13,20,0,0.027777778,0.166666667,0.027777778,0,0.75,0.027777778,17,19,0.472222222,0.527777778,,,,,,,,,,,
Gull Lake High School,2.61725E+11,Gull Lake Community Schools,2617250,849,45.35,18.72,153,31,184,220,220,199,210,0.002355713,0.00942285,0.03180212,0.060070671,0,0.848056537,0.048292108,436,413,0.513545347,0.486454653,,,,,,,,,0,,
Gull Lake Virtual Partnership,2.61725E+11,Gull Lake Community Schools,2617250,303,22.52,13.45,75,7,82,,,,,0,0.00330033,0.066006601,0.056105611,0,0.815181518,0.059405941,145,158,0.478547855,0.521452145,15,16,15,11,9,13,,,,,
Gus Harrison Correctional Facility,2.6E+11,Michigan Department Of Corrections,2600001,0,0,†,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,0
Gwinn MiddleHigh School,2.61469E+11,Gwinn Area Community Schools,2614690,521,30.02,17.36,266,29,295,95,68,69,,0.015355086,0,0.021113244,0.055662188,0,0.819577735,0.088291747,260,261,0.499040307,0.500959693,,,,,,,88,72,81,,
Hale Area School,2.61737E+11,Hale Area Schools,2617370,334,23.01,14.52,230,16,246,,,,,0.002994012,0,0.011976048,0.02994012,0,0.931137725,0.023952096,173,161,0.517964072,0.482035928,37,31,26,30,23,17,,,,,
Hamady Community High School,2.63597E+11,Westwood Heights Schools,2635970,505,25.95,19.46,444,12,456,151,143,116,95,0,0,0.932673267,0.01980198,0,0.015841584,0.031683168,259,246,0.512871287,0.487128713,,,,,,,,,,,
Hamilton Flex,2.6174E+11,Hamilton Community Schools,2617400,483,14.89,32.44,122,12,134,,,,,0.008281573,0.014492754,0.004140787,0.076604555,0,0.84057971,0.055900621,244,239,0.505175983,0.494824017,99,57,51,37,34,43,,,,,
Hamilton High School,2.6174E+11,Hamilton Community Schools,2617400,741,41.01,18.07,110,25,135,208,179,185,169,0.001349528,0.005398111,0.010796221,0.060728745,0,0.889338731,0.032388664,392,349,0.529014845,0.470985155,,,,,,,,,,,
Hamilton Middle School,2.6174E+11,Hamilton Community Schools,2617400,731,45.07,16.22,183,18,201,,,,,0,0.010943912,0.008207934,0.073871409,0,0.874145007,0.032831737,389,342,0.532147743,0.467852257,0,0,0,0,0,163,,,,,
Hamtramck High School,2.61752E+11,Hamtramck School District Of The City Of,2617520,1045,53.7,19.46,868,47,915,298,268,260,219,0.000956938,0.341626794,0.146411483,0.000956938,0,0.502392344,0.007655502,601,444,0.575119617,0.424880383,,,,,,,,,,,
Hancock MiddleHigh School,2.61755E+11,Hancock Public Schools,2617550,375,21.8,17.2,128,27,155,55,56,52,,0.002666667,0.002666667,0.002666667,0.008,0,0.973333333,0.010666667,193,182,0.514666667,0.485333333,,,,,,,61,44,52,,
Handlon Correctional Facility,2.6E+11,Michigan Department Of Corrections,2600001,2,0,†,‡,‡,‡,0,0,0,0,0,0,0.5,0,0,0.5,0,2,0,1,0,,,,,,,,,,,2
HanoverHorton High School,2.61764E+11,Hanover-horton School District,2617640,330,15.07,21.9,87,8,95,97,76,77,80,0,0,0.006060606,0.033333333,0,0.939393939,0.021212121,155,175,0.46969697,0.53030303,,,,,,,,,,,
Harbor Beach Community High School,2.60001E+11,Harbor Beach Community Schools,2600007,213,9.85,21.62,64,6,70,52,50,49,62,0,0.009389671,0,0.009389671,0,0.943661972,0.037558685,110,103,0.516431925,0.483568075,,,,,,,,,,,
Harbor High School,2.61899E+11,Huron Valley Schools,2618990,139,7.35,18.91,79,4,83,8,19,55,57,0.014388489,0,0.007194245,0.050359712,0,0.892086331,0.035971223,87,52,0.625899281,0.374100719,,,,,,,,,0,,
Harbor Springs High School,2.6177E+11,Harbor Springs School District,2617700,243,17.69,13.74,43,4,47,62,40,72,69,0.04526749,0.008230453,0,0.020576132,0,0.872427984,0.053497942,136,107,0.559670782,0.440329218,,,,,,,,,,–,
Harper Academy,2.61776E+11,Harper Woods The School District Of The City Of,2617760,35,1,35,28,0,28,0,0,3,32,0,0,0.942857143,0,0,0.057142857,0,22,13,0.628571429,0.371428571,,,,,,,,0,0,,
Harper Creek High School,2.61773E+11,Harper Creek Community Schools,2617730,891,43.92,20.29,324,26,350,235,234,223,199,0.008978676,0.006734007,0.039281706,0.057239057,0.003367003,0.818181818,0.066217733,465,426,0.521885522,0.478114478,,,,,,,,,,,
Harper Woods High School,2.61776E+11,Harper Woods The School District Of The City Of,2617760,934,39.1,23.89,695,14,709,269,268,216,181,0,0.001070664,0.972162741,0.003211991,0,0.02248394,0.001070664,459,475,0.49143469,0.50856531,,,,,,,,,,,
Harper Woods Virtual Academy,2.61776E+11,Harper Woods The School District Of The City Of,2617760,557,1.5,371.33,455,3,458,,,,,0.001795332,0.001795332,0.766606822,0.026929982,0,0.192100539,0.010771993,288,269,0.517055655,0.482944345,29,15,28,21,31,15,,,,,
Harrison Alternative Education,2.61782E+11,Harrison Community Schools,2617820,37,1.8,20.56,27,2,29,0,11,12,14,0,0,0,0.054054054,0,0.945945946,0,26,11,0.702702703,0.297297297,,,,,,,,,,,
Harrison Center,2.62883E+11,Port Huron Area School District,2628830,0,1,0,–,–,–,0,0,0,,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,0,0,0,,
Harrison Community High School,2.61782E+11,Harrison Community Schools,2617820,337,18.6,18.12,232,18,250,102,83,83,69,0.005934718,0.002967359,0.008902077,0.035608309,0.002967359,0.922848665,0.020771513,161,176,0.477744807,0.522255193,,,,,,,,,,,
Hart High School,2.61786E+11,Hart Public School District,2617860,415,20.9,19.86,223,34,257,115,114,101,85,0.002409639,0.002409639,0.004819277,0.363855422,0,0.612048193,0.014457831,217,198,0.522891566,0.477108434,,,,,,,,,,,
Hart Middle School,2.62994E+11,Rochester Community School District,2629940,1047,51,20.53,157,8,165,0,0,,,0.003820439,0.080229226,0.020057307,0.077363897,0.00095511,0.780324737,0.037249284,517,530,0.493791786,0.506208214,,,,,,,341,346,360,–,
Hartford Alternative Education,2.61788E+11,Hartford Public Schools,2617880,89,1.4,63.57,72,4,76,30,27,25,,0.011235955,0,0.033707865,0.415730337,0,0.494382022,0.04494382,48,41,0.539325843,0.460674157,,,,,,,0,0,0,,
Hartford High School,2.61788E+11,Hartford Public Schools,2617880,386,17.22,22.42,270,46,316,118,95,98,75,0.005181347,0.002590674,0.020725389,0.541450777,0.002590674,0.404145078,0.023316062,179,207,0.46373057,0.53626943,,,,,,,,,,,
Hartland High School,2.61791E+11,Hartland Consolidated Schools,2617910,1794,85.49,20.98,218,16,234,435,452,460,447,0.008918618,0.010590858,0.005016722,0.033444816,0.000557414,0.928651059,0.012820513,943,851,0.525641026,0.474358974,,,,,,,,,0,,
Hartland Virtual Academy,2.61791E+11,Hartland Consolidated Schools,2617910,35,0,†,11,0,11,4,6,10,,0,0,0,0.028571429,0,0.971428571,0,16,19,0.457142857,0.542857143,,,,,,,2,3,3,,
Haslett High School,2.61794E+11,Haslett Public Schools,2617940,830,38.2,21.73,163,11,174,210,193,210,217,0.002409639,0.057831325,0.042168675,0.101204819,0,0.722891566,0.073493976,422,408,0.508433735,0.491566265,,,,,,,,,,,
Hastings High School,2.61797E+11,Hastings Area School District,2617970,784,41.98,18.68,289,43,332,198,188,200,198,0.005102041,0.00255102,0.003826531,0.053571429,0.003826531,0.910714286,0.020408163,403,381,0.514030612,0.485969388,,,,,,,,,,,
